game_id,team1_id,tore_heim,tore_aus,team2_id,liga,datetime,tor_diff,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
16773,44,3,1,37,bundesliga,2018-08-24,2,1766.0,4075.0,1067.0,370.0,2608.0,1583.0,2411.0,593.0,670.0,591.0,809.0,4150.0,3116.0,4045.0,4990.0,916.0,603.0,4507.0,4070.0,4074.0,2240.0,3088.0
16774,56,0,2,39,bundesliga,2018-08-25,-2,2096.0,138.0,3528.0,1077.0,3628.0,941.0,2229.0,4901.0,1186.0,2215.0,3948.0,4860.0,3766.0,1036.0,1163.0,3708.0,445.0,304.0,3875.0,3713.0,4467.0,5300.0
16775,27,1,2,1,bundesliga,2018-08-25,-1,5524.0,4875.0,2319.0,3954.0,1409.0,874.0,756.0,3340.0,1604.0,967.0,264.0,3941.0,2213.0,1035.0,2555.0,4217.0,2251.0,561.0,123.0,4520.0,5125.0,1950.0
16776,40,1,0,42,bundesliga,2018-08-25,1,5164.0,309.0,343.0,1032.0,5387.0,2236.0,2069.0,4832.0,785.0,88.0,3982.0,5522.0,3232.0,3155.0,1932.0,2778.0,1798.0,543.0,1548.0,5136.0,3632.0,2214.0
16777,41,2,1,35,bundesliga,2018-08-25,1,3233.0,4286.0,2622.0,5152.0,1780.0,4887.0,4614.0,4762.0,2885.0,4805.0,638.0,4383.0,4732.0,3547.0,946.0,2199.0,1063.0,4583.0,2474.0,2868.0,4382.0,3176.0
16778,28,1,1,5,bundesliga,2018-08-25,0,4600.0,4236.0,1995.0,4928.0,750.0,4000.0,3541.0,4962.0,4005.0,1327.0,242.0,2842.0,2674.0,4667.0,2648.0,1696.0,537.0,2702.0,3806.0,1378.0,2586.0,2572.0
16779,53,2,0,36,bundesliga,2018-08-25,2,4748.0,4176.0,355.0,4557.0,4837.0,3301.0,5340.0,384.0,4737.0,1654.0,3884.0,4680.0,2073.0,822.0,5314.0,3039.0,4995.0,1133.0,3306.0,2817.0,2071.0,1068.0
16780,55,1,0,2,bundesliga,2018-08-26,1,3442.0,1331.0,323.0,4052.0,4367.0,5176.0,150.0,5451.0,1022.0,3911.0,5122.0,4365.0,1341.0,2546.0,2091.0,5432.0,3270.0,2503.0,389.0,2421.0,403.0,2377.0
16781,10,4,1,30,bundesliga,2018-08-26,3,1905.0,3358.0,381.0,398.0,4533.0,1360.0,2750.0,1099.0,669.0,3874.0,3544.0,575.0,2715.0,2858.0,4604.0,1764.0,4511.0,1158.0,3490.0,2738.0,1916.0,689.0
16782,5,0,0,10,bundesliga,2018-08-31,0,2842.0,2674.0,4667.0,249.0,1696.0,537.0,36.0,3806.0,1378.0,2586.0,2572.0,1905.0,3358.0,4544.0,398.0,4533.0,1360.0,2750.0,669.0,1099.0,3874.0,3544.0
16783,37,3,1,56,bundesliga,2018-09-01,2,4150.0,3116.0,4045.0,740.0,916.0,603.0,4507.0,2240.0,4074.0,4070.0,3088.0,2096.0,138.0,1206.0,3628.0,1077.0,941.0,2229.0,4901.0,1186.0,2215.0,3948.0
16784,36,1,3,41,bundesliga,2018-09-01,-2,4680.0,2073.0,822.0,5314.0,412.0,4995.0,1133.0,3306.0,2817.0,1615.0,1068.0,3233.0,4286.0,2622.0,286.0,5152.0,4887.0,4614.0,4762.0,2885.0,4805.0,1715.0
