game_id,team1_id,tore_heim,tore_aus,team2_id,liga,datetime,tor_diff,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
16161,44,6,0,28,bundesliga,2016-08-26,6,1766.0,4075.0,2608.0,370.0,5173.0,4030.0,2411.0,1723.0,1583.0,3477.0,809.0,3704.0,17.0,916.0,2285.0,3632.0,3572.0,2462.0,3409.0,4344.0,1327.0,974.0
16162,39,1,0,35,bundesliga,2016-08-27,1,3512.0,1991.0,1607.0,4860.0,5496.0,4564.0,964.0,2996.0,5015.0,325.0,1747.0,331.0,140.0,5061.0,1629.0,3783.0,3383.0,2502.0,2409.0,2868.0,1918.0,3176.0
16163,1,0,2,41,bundesliga,2016-08-27,-2,460.0,2213.0,2469.0,76.0,4217.0,3039.0,1576.0,3914.0,4520.0,2365.0,730.0,63.0,4583.0,3635.0,652.0,286.0,5012.0,1976.0,3638.0,2885.0,2547.0,638.0
16164,54,1,1,46,bundesliga,2016-08-27,0,1074.0,1606.0,1035.0,1036.0,4437.0,1174.0,2702.0,4210.0,1802.0,5253.0,1735.0,2414.0,2335.0,3730.0,874.0,339.0,4992.0,4069.0,1029.0,755.0,5115.0,790.0
16165,49,2,0,43,bundesliga,2016-08-27,2,1051.0,4886.0,603.0,5433.0,224.0,3985.0,495.0,582.0,3426.0,2662.0,4362.0,313.0,3055.0,4023.0,4059.0,714.0,1077.0,1716.0,5483.0,3893.0,2060.0,2572.0
16166,10,2,1,55,bundesliga,2016-08-27,1,536.0,4192.0,2086.0,2302.0,1465.0,2091.0,2750.0,2905.0,1619.0,3683.0,3544.0,4341.0,4258.0,2113.0,3551.0,2199.0,4367.0,3911.0,1022.0,2690.0,179.0,1058.0
16167,53,2,1,36,bundesliga,2016-08-27,1,4176.0,2555.0,4567.0,5340.0,5518.0,3301.0,4922.0,384.0,2059.0,735.0,3884.0,822.0,2625.0,4604.0,61.0,743.0,3096.0,1133.0,3071.0,2817.0,2880.0,2497.0
16168,40,2,1,56,bundesliga,2016-08-28,1,309.0,248.0,4025.0,1615.0,1717.0,1388.0,1032.0,4762.0,1640.0,3580.0,3982.0,3358.0,2096.0,4990.0,35.0,941.0,1553.0,2229.0,2306.0,1186.0,3199.0,3948.0
16169,37,2,2,30,bundesliga,2016-08-28,0,4732.0,5220.0,5434.0,5103.0,4074.0,739.0,3979.0,670.0,3794.0,4507.0,3088.0,2715.0,4511.0,3174.0,1764.0,1666.0,152.0,678.0,888.0,1025.0,2433.0,689.0
16170,35,0,2,44,bundesliga,2016-09-09,-2,331.0,3383.0,5137.0,3173.0,1231.0,5162.0,3547.0,2474.0,2868.0,2409.0,3176.0,1766.0,4075.0,2608.0,772.0,5173.0,370.0,2411.0,1723.0,1583.0,3477.0,809.0
16171,43,1,0,39,bundesliga,2016-09-10,1,313.0,1483.0,3055.0,3822.0,1077.0,4023.0,1716.0,5483.0,3893.0,918.0,2572.0,3512.0,1607.0,1991.0,4860.0,4564.0,5496.0,964.0,2996.0,5378.0,325.0,1747.0
16172,41,0,0,49,bundesliga,2016-09-10,0,1341.0,4583.0,3635.0,652.0,286.0,5012.0,1976.0,2885.0,3638.0,2547.0,638.0,1995.0,4886.0,603.0,5433.0,224.0,3985.0,495.0,4901.0,582.0,2662.0,4398.0
