game_id,team1_id,tore_heim,tore_aus,team2_id,liga,datetime,tor_diff,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
15878,43,0,0,37,bundesliga,2015-08-29,0,2727.0,2462.0,1716.0,2601.0,1364.0,2801.0,1077.0,3055.0,3822.0,2940.0,4641.0,3088.0,5214.0,4507.0,3794.0,670.0,470.0,2648.0,740.0,3207.0,4732.0,822.0
15879,44,3,0,36,bundesliga,2015-08-29,3,809.0,2411.0,1707.0,370.0,5173.0,3477.0,2608.0,1114.0,4030.0,784.0,4075.0,2497.0,3315.0,2743.0,2817.0,1133.0,61.0,412.0,2625.0,3098.0,1155.0,5518.0
15880,10,3,1,40,bundesliga,2015-08-30,2,3544.0,4737.0,1723.0,1619.0,2750.0,4082.0,2086.0,60.0,3920.0,536.0,1905.0,4546.0,4762.0,1640.0,3580.0,1032.0,43.0,4025.0,248.0,1717.0,1388.0,3193.0
15881,28,2,1,53,bundesliga,2015-08-30,1,974.0,2569.0,1422.0,1327.0,3063.0,614.0,4000.0,4635.0,3704.0,2024.0,3572.0,3884.0,330.0,384.0,3380.0,5340.0,1211.0,827.0,355.0,4176.0,4567.0,1791.0
15882,53,0,3,54,bundesliga,2015-09-11,-3,3884.0,330.0,384.0,503.0,3380.0,4595.0,5340.0,2555.0,355.0,4176.0,4567.0,4525.0,930.0,4210.0,2702.0,2950.0,1558.0,4437.0,1650.0,1501.0,1036.0,565.0
15883,44,2,1,1,bundesliga,2015-09-12,1,809.0,2411.0,593.0,1002.0,370.0,5173.0,3477.0,2608.0,4030.0,784.0,4075.0,730.0,3844.0,561.0,2365.0,4217.0,1774.0,1103.0,3039.0,2469.0,2262.0,76.0
15884,36,0,1,43,bundesliga,2015-09-12,-1,2497.0,3315.0,2743.0,2817.0,1133.0,61.0,412.0,5314.0,2625.0,3098.0,5518.0,2727.0,2462.0,1716.0,2601.0,1364.0,2801.0,1077.0,3055.0,3822.0,4781.0,4641.0
15885,5,2,4,10,bundesliga,2015-09-12,-2,2377.0,1965.0,1378.0,497.0,87.0,4382.0,2586.0,3865.0,4694.0,5526.0,2668.0,3544.0,4737.0,1723.0,1619.0,2750.0,4082.0,2086.0,60.0,3920.0,536.0,4837.0
15886,40,2,1,2,bundesliga,2015-09-12,1,4546.0,1640.0,1032.0,1615.0,4025.0,248.0,343.0,1717.0,1388.0,3193.0,5145.0,2596.0,3845.0,2503.0,3871.0,2350.0,3270.0,2439.0,3635.0,4438.0,1004.0,1606.0
15887,46,0,0,41,bundesliga,2015-09-12,0,1068.0,3854.0,5115.0,755.0,4069.0,339.0,1212.0,2414.0,874.0,3730.0,2209.0,712.0,4909.0,2868.0,1976.0,4583.0,652.0,1780.0,5012.0,4192.0,1852.0,63.0
