game_id,team1_id,tore_heim,tore_aus,team2_id,liga,datetime,tor_diff,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
8320,28,1,1,39,bundesliga,1991-03-22,0,'4740','4327','3487','2966','5124','1598','81','5101','1669','3908','4022','1577','1891','3774','3750','1856','1358','4999','4802','3461','2148','5407'
8321,53,1,1,54,bundesliga,1991-03-22,0,'3505','2672','2526','2913','1100','858','1917','3327','2281','252','5084','1275','3307','2796','333','2936','1754','149','3771','4443','2090','2133'
8322,2,3,1,45,bundesliga,1991-03-22,2,'3928','3634','1573','5429','2851','4652','2536','4284','2970','5275','4212','2352','235','3702','1170','3888','3007','3870','4763','5100','4845','4521'
8323,23,2,2,10,bundesliga,1991-03-23,0,'1728','5111','723','484','4458','2642','3291','3769','3158','842','348','1843','3125','4853','432','1248','897','4432','3778','5399','1268','3261'
8324,27,4,2,40,bundesliga,1991-03-23,2,'2','828','4840','616','3975','1437','4213','490','1406','849','2516','4640','3656','3606','2696','4405','962','3705','4037','1913','697','4296'
8325,25,2,1,44,bundesliga,1991-03-23,1,'2087','1194','1112','1495','5425','1028','4799','5215','2126','629','4674','451','70','3474','1628','443','5107','1426','733','3678','4905','4665'
8326,33,2,0,42,bundesliga,1991-03-23,2,'12','3977','3813','2465','3363','810','5229','5288','2264','5355','5406','5029','1078','857','4339','4328','608','5181','2758','4008','4358','2827'
8327,49,1,1,50,bundesliga,1991-03-23,0,'5480','4679','37','1884','1263','3595','1466','2949','5447','2012','1508','2389','3718','346','4323','3228','2468','2977','2640','465','2986','1214'
8328,8,1,0,36,bundesliga,1991-03-23,1,'4552','3946','1989','3570','3322','1321','992','1033','2039','4776','4335','2217','4243','4252','4668','598','2124','2212','586','3916','1285','1637'
8329,40,2,4,23,bundesliga,1991-04-02,-2,'4640','394','2696','4405','447','962','965','3705','1913','697','4296','1728','5111','723','484','3462','2642','3769','3158','1143','4979','348'
8330,10,1,1,28,bundesliga,1991-04-02,0,'1843','2739','3125','4853','432','853','1248','897','3692','3778','3261','4740','4327','3487','5124','1598','81','5101','2597','1669','3908','4022'
8331,36,0,0,2,bundesliga,1991-04-02,0,'2217','1821','4243','4252','4668','2124','2212','3916','2063','1285','1637','3928','3687','1573','5429','4652','3634','4284','2970','3973','5275','3310'
8332,44,0,1,27,bundesliga,1991-04-02,-1,'451','141','70','1628','443','5107','1426','733','5163','4905','4665','2','828','4840','4270','616','1437','4213','490','1406','849','2516'
8333,42,1,4,25,bundesliga,1991-04-02,-3,'5029','4916','857','4339','3568','5181','3286','2758','4008','4358','3159','2700','1194','2154','1112','1495','1028','4055','5215','2126','629','4674'
